1a1cd7f3-e5df-4eca-bae2-2757c9e656b5	514	http://www.last.fm/music/Duran+Duran
4a4ee089-93b1-4470-af9a-6ff575d32704	13132	http://www.last.fm/music/The+Prodigy
67f66c07-6e61-4026-ade5-7e782fad3a5d	8293	http://www.last.fm/music/Foo+Fighters
a66999a7-ae5c-460e-ba94-1a01143ae847	269	http://www.last.fm/music/Snow+Patrol
f27ec8db-af05-4f36-916e-3d57f91ecf5e	411266	http://www.last.fm/music/Michael+Jackson
79239441-bfd5-4981-a70c-55c3f15c1287	6051	http://www.last.fm/music/Madonna
61783f55-23be-4199-b944-e322840a1f10	31765	http://www.last.fm/music/N-Dubz
aa7a2827-f74b-473c-bd79-03d065835cf7	10667	http://www.last.fm/music/Franz+Ferdinand
01809552-4f87-45b0-afff-2c6f0730a3be	142877	http://www.last.fm/music/Elvis+Presley
dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3	4	http://www.last.fm/music/Amy+Winehouse
2fddb92d-24b2-46a5-bf28-3aed46f4684c	1251	http://www.last.fm/music/Kylie+Minogue
183105b5-3e68-4748-9086-2c1c11bf7a3d	448119	http://www.last.fm/music/Beyonc%C3%A9
70248960-cb53-4ea4-943a-edb18f7d336f	15122	http://www.last.fm/music/Bruce+Springsteen
73e5e69d-3554-40d8-8516-00cb38737a1c	480690	http://www.last.fm/music/Rihanna
72c536dc-7137-4477-a521-567eeb840fa8	132656	http://www.last.fm/music/Bob+Dylan
eeb1195b-f213-4ce1-b28c-8565211f8e43	678	http://www.last.fm/music/Guns+N%27+Roses
5bdb38bd-5c5b-4d0f-8901-8bbe1d7062d8	247562	http://www.last.fm/music/White+Lies
b54a3b47-8f52-46fd-85f2-49165ea437b8	28720	http://www.last.fm/music/Alesha+Dixon
5f000e69-3cfd-4871-8f1b-faa7f0d4bcbc	228	http://www.last.fm/music/Westlife
5441c29d-3602-4898-b1a1-b77fa23b8e50	263428	http://www.last.fm/music/David+Bowie
c7020c6d-cae9-4db3-92a7-e5c561cbad50	1	http://www.last.fm/music/Keane
a74b1b7f-71a5-4011-9441-d0b5e4122711	304	http://www.last.fm/music/Radiohead
3CD97D1C-0E23-48FA-B115-8466504023F0	229	http://www.last.fm/music/Will+Young
65314b12-0e08-43fa-ba33-baaa7b874c15	11347	http://www.last.fm/music/Leonard+Cohen
d87e52c5-bb8d-4da8-b941-9f4928627dc8	1475	http://www.last.fm/music/ABBA
854b0687-f9fc-4109-b59f-dbe84ebc5de6	18443	http://www.last.fm/music/Scouting+For+Girls
04b61dcd-28c9-4a3a-89af-4c290535845b	872735	http://www.last.fm/music/The+Saturdays
bc710bcf-8815-42cf-bad2-3f1d12246aeb	669	http://www.last.fm/music/Nickelback
dfa715ac-b536-44df-af43-570d3ea3edec	7	http://www.last.fm/music/Sugababes
90218af4-4d58-4821-8d41-2ee295ebbe21	615	http://www.last.fm/music/Kaiser+Chiefs
83d91898-7763-47d7-b03b-b92132375c47	190816	http://www.last.fm/music/Pink+Floyd
0efe858c-89e5-4e47-906a-356fa953fd6e	1606	http://www.last.fm/music/Editors
35dac7d2-0b1f-470f-9a5a-c53c8821f6d6	25415	http://www.last.fm/music/Eric+Prydz
2BAEBE37-A98C-413E-BFD4-3B22029B4E39	179216	http://www.last.fm/music/Script
f2fc6ece-5615-4d2c-9cb3-8c5d51a839ea	45491	http://www.last.fm/music/Pendulum
72ae6caf-4f9f-407e-8c70-8cd195df955c	137779	http://www.last.fm/music/Gabriella+Cilmi
B09BCF6D-3A27-4FD5-8300-F42F51A80446	251087	http://www.last.fm/music/High+School+Musical+Cast
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432	106	http://www.last.fm/music/U2
be540c02-7898-4b79-9acc-c8122c7d9e83	390	http://www.last.fm/music/Pet+Shop+Boys
b202beb7-99bd-47e7-8b72-195c8d72ebdd	83904	http://www.last.fm/music/Christina+Aguilera
22a40b75-affc-4e69-8884-266d087e4751	11513	http://www.last.fm/music/Travis
b95ce3ff-3d05-4e87-9e01-c97b66af13d4	262	http://www.last.fm/music/Eminem
d4d17620-fd97-4574-92a8-a2cb7e72ce42	543	http://www.last.fm/music/The+Verve
d1353a0c-26fb-4318-a116-defde9c7c9ad	217	http://www.last.fm/music/Dido
3798b104-01cb-484c-a3b0-56adc6399b80	52368	http://www.last.fm/music/Rage+Against+the+Machine
65f4f0c5-ef9e-490c-aee3-909e7ae6b2ab	27920	http://www.last.fm/music/Metallica
35723b60-732e-4bd8-957f-320b416e7b7f	139948	http://www.last.fm/music/Groove+Armada
3cb3928a-526c-4a3d-93c5-53315fa9bde0	1309	http://www.last.fm/music/Elbow
da785f6e-86e2-4efa-aca6-6c3cbd15d91c	36052	http://www.last.fm/music/Glasvegas
1a99cc88-aea3-4fe3-96b9-20791667f65f	432633	http://www.last.fm/music/Dizzee+Rascal
f2cb0435-d643-4fab-9587-fdb0279330a7	170	http://www.last.fm/music/Razorlight
9FA0E4BE-4CD9-43FB-8B20-AD07C15B3B97	225643	http://www.last.fm/music/Guru+Josh+Project
6AA40207-FEC8-43A7-991D-B872A42DEF05	43474	http://www.last.fm/music/Amy+Macdonald
ea4dfa26-f633-4da6-a52a-f49ea4897b58	590	http://www.last.fm/music/R.E.M.
69b39eab-6577-46a4-a9f5-817839092033	922	http://www.last.fm/music/Kasabian
c4406045-e640-4cfe-8b88-4732cce314d4	51	http://www.last.fm/music/Paul+Weller
070d193a-845c-479f-980e-bef15710653e	392000	http://www.last.fm/music/Prince
a42d3fd5-55de-4206-86c3-4fbb5404018f	183840	http://www.last.fm/music/Neil+Diamond
f59c5520-5f46-4d2c-b2c4-822eabf53419	12873	http://www.last.fm/music/Linkin+Park
494e8d09-f85b-4543-892f-a5096aed1cd4	394528	http://www.last.fm/music/Mariah+Carey
b071f9fa-14b0-4217-8e97-eb41da73f598	522	http://www.last.fm/music/The+Rolling+Stones
0c751690-c784-4a4f-b1e4-c1de27d47581	12355	http://www.last.fm/music/Animal+Collective
65CF624E-7D14-4561-BA62-0B663FAEFE2B	10980	http://www.last.fm/music/Original+Cast
d8915e13-d67a-4aa0-9c0b-1f126af951af	14833	http://www.last.fm/music/Hot+Chip
5d02f264-e225-41ff-83f7-d9b1f0b1874a	48896	http://www.last.fm/music/Simon%2B%2526%2BGarfunkel
